repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5224137931034483,0.5571217778085766,0.6233842140307179,0.4427580475510043,0.6233842140307179,"[np.float64(0.75), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6022408963585435), np.float64(0.7147435897435899)]"
30,0.5379310344827586,0.5660149644062163,0.6577865282378853,0.46348002018601403,0.6577865282378853,"[np.float64(0.75), np.float64(0.6547169811320754), np.float64(0.6075471698113208), np.float64(0.30092592592592593), np.float64(0.803921568627451), np.float64(0.6282051282051282), np.float64(0.5583333333333332), np.float64(0.6132075471698113), np.float64(0.6022408963585435), np.float64(0.7147435897435899), np.float64(0.6955128205128206), np.float64(0.6932773109243697), np.float64(0.6736694677871149), np.float64(0.6875), np.float64(0.7735849056603774), np.float64(0.7115384615384616), np.float64(0.5641025641025641), np.float64(0.6775), np.float64(0.657051282051282), np.float64(0.5981132075471698), np.float64(0.7448979591836735), np.float64(0.7647058823529411), np.float64(0.7395833333333333), np.float64(0.5370370370370371), np.float64(0.641025641025641), np.float64(0.5897435897435899), np.float64(0.6547169811320754), np.float64(0.7727272727272727), np.float64(0.6932773109243697), np.float64(0.6301886792452831)]"
